,k,iteration,H,cost,converged,R1,R2
0,0,0,-21.68599,1235.2462,,2.3953724,34.75374
1,1,100,-22.355694,24.087437,,0.24010944,5.88024
2,1,200,-22.600746,22.966198,,-0.19423199,2.6965353
3,1,300,-22.646072,22.81765,,-0.09745884,1.8498752
4,1,400,-22.436872,22.639837,,-0.0054807663,2.0147662
5,1,500,-22.339361,22.5932,,-0.03525257,2.252901
6,1,600,-22.452095,22.757513,,0.10129738,2.4694338
7,1,700,-22.353098,22.663351,,-0.07690525,2.4898062
8,1,800,-22.370407,22.887585,,0.021954536,3.216063
9,1,900,-22.21732,22.643879,,-0.005300522,2.9208174
10,1,1000,-22.374544,22.697712,,-0.1868658,2.5354397
11,1,1100,-22.449306,22.560316,,-0.0027246475,1.4900303
12,1,1200,-22.413034,22.703142,,-0.17015362,2.4027467
13,1,1300,-22.468908,22.63117,,-0.342865,1.7685208
14,1,1400,-22.366777,22.718622,,-0.201437,2.6450524
15,1,1500,-22.432371,22.638845,,0.14621925,2.0268433
16,1,1600,-22.36747,22.585363,,-0.44939613,2.0386093
17,1,1700,-22.413054,22.625505,,-0.17694378,2.053709
18,1,1800,-22.42626,22.724953,,0.298131,2.4258957
19,1,1900,-22.430153,22.580372,,0.09582043,1.7306616
20,1,2000,-22.268484,22.617062,0,-0.18051529,2.6341903
21,2,2100,-22.595064,23.045094,,-0.12854767,1.3503578
22,2,2200,-22.763176,23.001907,,0.022140503,0.78941584
23,2,2300,-22.69874,23.051573,,0.029527664,1.108191
24,2,2400,-22.57447,23.011213,,-0.29670525,1.3001056
25,2,2500,-22.640108,22.957247,,-0.060879707,1.006696
26,2,2600,-22.631636,23.087555,,-0.23911285,1.3550272
27,2,2700,-22.589693,22.95305,,-0.27245712,1.1119409
28,2,2800,-22.574274,22.992735,,-0.12276268,1.2707801
29,2,2900,-22.666391,22.999311,,-0.15605927,1.0423098
30,2,3000,-22.644087,23.187252,,-0.08339691,1.5806887
31,2,3100,-22.76098,22.942411,,-0.04783249,0.6135838
32,2,3200,-22.563099,22.884007,,0.09196758,1.0239308
33,2,3300,-22.598808,22.920586,,-0.22544575,1.0048077
34,2,3400,-22.705765,23.055296,,0.17041397,1.1023946
35,2,3500,-22.806768,23.049976,,0.07210922,0.8044028
36,2,3600,-22.63801,22.990692,,-0.017772675,1.1055806
37,2,3700,-22.760767,22.910782,,0.05294895,0.52105105
38,2,3800,-22.667543,23.06161,,-0.016896248,1.2146931
39,2,3900,-22.67478,23.017284,,0.029040337,1.0804691
40,2,4000,-22.54433,23.05768,0,-0.17573929,1.5024302
41,3,4100,-22.748466,23.182362,,0.08156204,0.8709502
42,3,4200,-22.821484,23.415253,,-0.09670925,1.1210141
43,3,4300,-22.904142,23.123184,,-0.112205505,0.46462488
44,3,4400,-22.79207,23.069813,,0.2515297,0.59283304
45,3,4500,-22.755102,23.129862,,-0.32276917,0.7256702
46,3,4600,-22.934904,23.243887,,-0.21877289,0.6227722
47,3,4700,-22.812777,23.211292,,-0.021001816,0.80486786
48,3,4800,-22.781178,23.231508,,0.11590862,0.89970064
49,3,4900,-22.714626,23.387276,,0.049053192,1.2512479
50,3,5000,-22.894077,23.059359,,-0.024600029,0.3650732
51,3,5100,-22.843971,23.013542,,-0.17256069,0.3570497
52,3,5200,-22.844128,23.04804,,-0.046195984,0.44135714
53,3,5300,-22.86314,23.240524,,0.04821682,0.7718648
54,3,5400,-22.894964,23.108425,,0.04367447,0.4666791
55,3,5500,-22.821402,23.052309,,0.15164948,0.5042381
56,3,5600,-22.847883,23.179117,,0.030309677,0.6885209
57,3,5700,-22.741388,23.089308,,-0.14100742,0.70423245
58,3,5800,-22.919756,23.329077,,0.009086609,0.8255218
59,3,5900,-22.917835,23.245829,,-0.016138077,0.6797509
60,3,6000,-22.883272,22.949196,0,-0.047941208,0.14929175
61,4,6100,-22.945986,23.195099,,-0.06574535,0.45830262
62,4,6200,-23.009802,23.261871,,-0.06972027,0.4625578
63,4,6300,-22.905022,23.399998,,-0.1518755,0.80088866
64,4,6400,-22.992495,23.71915,,0.02706623,1.0975778
65,4,6500,-22.84775,23.212263,,-0.18293,0.61665404
66,4,6600,-22.871906,23.394693,,0.121320724,0.85489035
67,4,6700,-22.876123,23.554564,,0.04907036,1.0430179
68,4,6800,-22.90713,22.94836,,0.016376495,0.09079456
69,4,6900,-22.920769,23.270267,,-0.0394907,0.6135359
70,4,7000,-22.894558,23.391592,,-0.34422493,0.766914
71,4,7100,-22.893272,23.385475,,-0.053596497,0.8083482
72,4,7200,-22.886003,23.184954,,-0.13824654,0.52638006
73,4,7300,-22.83702,23.176664,,-0.17432117,0.5817194
74,4,7400,-22.912043,23.411163,,0.0419693,0.8232361
75,4,7500,-22.778698,23.147,,-0.29235172,0.5998204
76,4,7600,-22.88998,23.33604,,0.12038803,0.75465333
77,4,7700,-22.969698,23.269304,,0.13454819,0.5464282
78,4,7800,-22.99443,23.389462,,0.09114838,0.6847687
79,4,7900,-22.958025,23.14046,,-0.09047699,0.3448063
80,4,8000,-22.93741,23.03259,0,-0.0586586,0.19067717
81,5,8100,-22.995142,23.397684,,0.003191948,0.5456909
82,5,8200,-22.968418,23.223276,,-0.06317139,0.37225413
83,5,8300,-23.03283,23.47812,,-0.03343773,0.58660007
84,5,8400,-22.964357,23.588936,,-0.023946762,0.75700164
85,5,8500,-22.993298,23.268106,,0.057388306,0.40654826
86,5,8600,-22.901588,23.112844,,0.03174591,0.32736874
87,5,8700,-23.030315,23.152937,,-0.15375137,0.1740787
88,5,8800,-23.046597,23.617325,,0.049883842,0.7122649
89,5,8900,-23.059448,23.27247,,-0.16947842,0.29730618
90,5,9000,-23.102703,23.23033,,0.043066025,0.2144171
91,5,9100,-23.132103,23.154583,,0.10801315,0.046853065
92,5,9200,-23.092945,23.262283,,-0.121744156,0.25014102
93,5,9300,-22.926203,23.333027,,0.05414772,0.5525868
94,5,9400,-23.00217,23.249605,,0.090958595,0.37402296
95,5,9500,-23.064634,23.270481,,-0.08490467,0.30681443
96,5,9600,-23.04074,23.264217,,0.01722622,0.34198534
97,5,9700,-22.979248,23.12538,,0.069499016,0.24166179
98,5,9800,-23.041477,23.230745,,-0.10166454,0.2816794
99,5,9900,-23.13911,23.299837,,-0.15639973,0.22927332
100,5,10000,-23.046345,23.239841,1,-0.039683342,0.2976346
